Tag,Latitude,Longitude,Date,Spp,Site,Study,Taxa,Stage,FieldYearEnd,Vmax
52541,-62.471,-60.79,4/4/2005 20:50,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.46,-60.797,4/4/2005 21:02,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.462,-60.797,4/4/2005 22:31,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.461,-60.798,4/5/2005 0:13,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.463,-60.79,4/5/2005 0:24,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.46,-60.796,4/5/2005 1:05,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.438,-60.82,4/5/2005 20:26,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.459,-60.804,4/5/2005 20:51,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.462,-60.787,4/5/2005 20:53,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.461,-60.793,4/5/2005 22:08,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.463,-60.793,4/5/2005 23:48,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.462,-60.793,4/5/2005 23:49,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.462,-60.797,4/6/2005 0:11,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.457,-60.79,4/6/2005 1:30,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.462,-60.811,4/6/2005 20:29,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.461,-60.793,4/6/2005 20:40,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.461,-60.798,4/6/2005 21:43,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.467,-60.794,4/6/2005 22:08,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.458,-60.771,4/6/2005 23:23,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.994,-60.917,4/7/2005 20:02,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.994,-60.853,4/7/2005 20:26,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.974,-60.831,4/7/2005 21:21,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.945,-60.781,4/7/2005 22:07,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.932,-60.803,4/7/2005 23:00,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.903,-60.755,4/7/2005 23:46,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.902,-60.739,4/7/2005 23:47,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.881,-60.707,4/8/2005 0:39,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.852,-60.698,4/8/2005 1:26,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.857,-60.738,4/8/2005 1:27,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.846,-60.722,4/8/2005 1:35,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.488,-60.775,4/8/2005 20:15,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.478,-60.749,4/8/2005 20:15,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.46,-60.798,4/8/2005 20:56,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.442,-60.798,4/8/2005 21:19,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.418,-60.782,4/8/2005 21:56,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.415,-60.693,4/8/2005 22:32,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.458,-60.703,4/8/2005 23:34,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.378,-60.852,4/8/2005 23:37,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.376,-60.863,4/9/2005 0:16,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.37,-60.88,4/9/2005 1:12,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.37,-60.87,4/9/2005 1:13,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.37,-60.87,4/9/2005 1:14,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.371,-60.889,4/9/2005 1:55,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.037,-60.887,4/9/2005 20:03,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.027,-60.873,4/9/2005 20:31,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.017,-60.829,4/9/2005 20:56,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.003,-60.896,4/9/2005 21:45,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.99,-60.914,4/9/2005 22:13,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.958,-60.948,4/9/2005 23:24,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.951,-60.934,4/9/2005 23:53,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.949,-60.971,4/10/2005 0:48,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.941,-60.966,4/10/2005 1:01,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.928,-60.938,4/10/2005 1:01,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.93,-60.97,4/10/2005 1:32,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.932,-60.968,4/10/2005 1:33,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.709,-61.331,4/10/2005 20:07,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.575,-61.258,4/10/2005 21:36,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.569,-61.255,4/10/2005 21:49,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.556,-61.253,4/10/2005 23:14,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.534,-61.256,4/10/2005 23:31,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.533,-61.256,4/10/2005 23:31,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.509,-61.336,4/11/2005 0:47,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.499,-61.333,4/11/2005 1:07,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.178,-61.663,4/11/2005 21:19,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.219,-61.728,4/11/2005 21:47,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.221,-61.717,4/11/2005 22:53,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.221,-61.668,4/11/2005 23:01,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.125,-61.758,4/12/2005 0:43,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.137,-61.771,4/12/2005 1:43,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.245,-62.139,4/12/2005 21:01,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.255,-62.156,4/12/2005 21:08,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.257,-62.218,4/12/2005 22:42,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.263,-62.276,4/12/2005 22:50,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.297,-62.391,4/13/2005 0:24,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.291,-62.493,4/13/2005 0:29,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.298,-62.471,4/13/2005 1:19,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.233,-63.108,4/13/2005 20:36,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.154,-63.03,4/13/2005 20:59,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.156,-63.024,4/13/2005 22:16,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.164,-63.046,4/13/2005 22:38,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.194,-63.096,4/13/2005 23:58,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.209,-63.062,4/14/2005 0:10,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.227,-63.103,4/14/2005 0:56,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.238,-63.108,4/14/2005 1:37,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.237,-63.109,4/14/2005 1:37,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.317,-63.23,4/14/2005 1:55,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.542,-63.277,4/14/2005 20:47,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.58,-63.208,4/14/2005 21:52,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.608,-63.224,4/14/2005 22:28,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.662,-63.223,4/14/2005 23:35,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-60.67,-63.18,4/15/2005 1:46,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.211,-63.181,4/15/2005 20:40,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.194,-62.856,4/15/2005 22:17,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.256,-62.776,4/15/2005 23:11,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.221,-62.732,4/15/2005 23:43,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.258,-62.824,4/15/2005 23:56,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.371,-62.727,4/16/2005 1:25,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.744,-62.133,4/16/2005 20:25,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.762,-62.096,4/16/2005 21:06,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.835,-61.864,4/16/2005 22:48,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.865,-61.973,4/17/2005 0:26,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.856,-61.968,4/17/2005 1:13,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.857,-61.968,4/17/2005 1:13,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.879,-61.988,4/17/2005 1:24,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.861,-61.941,4/17/2005 1:28,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-61.86,-61.94,4/17/2005 1:28,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.213,-61.804,4/17/2005 20:13,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.218,-61.837,4/17/2005 20:43,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.24,-61.918,4/17/2005 21:51,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.237,-61.892,4/17/2005 22:23,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.306,-61.993,4/18/2005 0:05,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.345,-62.056,4/18/2005 0:57,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.337,-62.046,4/18/2005 1:06,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.344,-62.048,4/18/2005 1:11,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.575,-62.527,4/18/2005 20:32,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.571,-62.756,4/18/2005 21:45,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.571,-62.757,4/18/2005 21:45,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.588,-62.773,4/18/2005 21:56,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.573,-62.827,4/18/2005 23:21,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.569,-62.805,4/18/2005 23:38,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.562,-62.791,4/19/2005 0:41,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.603,-62.882,4/19/2005 1:01,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.596,-62.908,4/19/2005 1:18,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.99,-63.342,4/19/2005 21:29,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.996,-63.308,4/19/2005 21:33,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-62.988,-63.446,4/19/2005 23:10,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.048,-63.636,4/20/2005 0:32,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.051,-63.655,4/20/2005 0:53,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.05,-63.657,4/20/2005 0:53,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.438,-64.43,4/20/2005 21:09,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.454,-64.459,4/20/2005 21:18,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.483,-64.474,4/20/2005 22:58,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.534,-64.428,4/21/2005 0:19,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.54,-64.447,4/21/2005 0:32,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.881,-63.996,4/21/2005 20:46,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.872,-64.049,4/21/2005 20:59,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.874,-64.066,4/21/2005 21:08,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.911,-64.09,4/21/2005 22:23,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.913,-64.093,4/21/2005 22:25,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.929,-64.142,4/21/2005 22:47,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.985,-64.165,4/22/2005 0:09,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.048,-64.077,4/22/2005 1:46,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.135,-64.132,4/22/2005 20:34,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.147,-64.165,4/22/2005 20:54,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.111,-64.164,4/22/2005 22:01,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.223,-64.318,4/23/2005 0:48,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.21,-64.276,4/23/2005 1:33,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.207,-64.258,4/23/2005 1:53,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.421,-64.477,4/23/2005 20:45,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.439,-64.393,4/23/2005 21:40,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.427,-64.422,4/23/2005 21:51,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.473,-64.392,4/23/2005 22:25,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.477,-64.239,4/23/2005 23:18,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.487,-64.245,4/23/2005 23:37,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.487,-64.246,4/23/2005 23:37,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.453,-64.154,4/24/2005 0:26,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.504,-64.2,4/24/2005 0:59,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.51,-64.162,4/24/2005 1:21,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.496,-64.13,4/24/2005 1:40,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.783,-64.73,4/24/2005 20:31,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.787,-64.784,4/24/2005 21:15,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.71,-64.755,4/24/2005 22:11,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.574,-64.547,4/25/2005 0:35,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.572,-64.566,4/25/2005 1:11,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.112,-63.358,4/25/2005 20:22,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.114,-63.338,4/25/2005 20:51,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.066,-63.202,4/25/2005 22:02,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.064,-63.191,4/25/2005 22:32,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.048,-63.208,4/25/2005 23:16,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.057,-63.213,4/26/2005 0:14,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.055,-63.223,4/26/2005 0:54,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.051,-63.21,4/26/2005 1:18,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.047,-63.221,4/26/2005 1:22,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-64.041,-63.201,4/26/2005 1:52,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.834,-62.525,4/26/2005 21:50,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.836,-62.414,4/26/2005 23:31,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.888,-62.492,4/28/2005 21:18,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.894,-62.448,4/28/2005 21:30,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.888,-62.452,4/28/2005 23:01,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.892,-62.501,4/28/2005 23:10,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.902,-62.452,4/29/2005 0:15,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.887,-62.447,4/29/2005 0:42,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.888,-62.49,4/29/2005 1:55,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.936,-61.709,4/29/2005 21:16,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.923,-61.675,4/29/2005 22:37,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.956,-61.711,4/30/2005 0:19,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.953,-61.694,4/30/2005 0:34,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.951,-61.709,4/30/2005 1:30,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.95,-61.704,4/30/2005 1:45,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.959,-61.72,4/30/2005 1:55,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.954,-61.744,4/30/2005 22:16,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.942,-61.785,4/30/2005 22:46,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.963,-61.766,4/30/2005 23:51,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.963,-61.746,4/30/2005 23:55,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.961,-61.765,5/1/2005 0:22,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.95,-61.777,5/1/2005 1:07,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.958,-61.781,5/1/2005 1:34,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.824,-61.433,5/1/2005 20:08,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.796,-61.494,5/1/2005 21:54,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.79,-61.426,5/1/2005 22:31,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.8,-61.434,5/1/2005 23:32,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.791,-61.453,5/1/2005 23:37,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.793,-61.412,5/2/2005 0:12,AFS,CS,overwinter,SEAL,pup,2005,2.5
52541,-63.785,-61.451,5/2/2005 1:10,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.511,-60.989,4/1/2005 20:17,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.509,-61.01,4/1/2005 21:36,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.506,-61.052,4/1/2005 22:01,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.494,-61.055,4/1/2005 23:15,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.487,-61.082,4/1/2005 23:44,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.476,-61.137,4/2/2005 0:29,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.474,-61.054,4/2/2005 0:54,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.476,-61.08,4/2/2005 1:05,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.581,-61.125,4/2/2005 21:23,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.559,-61.188,4/2/2005 21:39,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.598,-61.15,4/3/2005 21:14,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.576,-61.117,4/3/2005 21:16,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.576,-61.044,4/3/2005 22:53,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.574,-61.048,4/3/2005 22:55,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.571,-61.042,4/3/2005 22:55,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.572,-60.994,4/4/2005 0:31,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.563,-61.019,4/4/2005 0:34,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.559,-61.007,4/4/2005 0:38,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.559,-61.082,4/4/2005 1:25,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.21,-61.463,4/4/2005 20:49,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.198,-61.461,4/4/2005 21:02,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.161,-61.517,4/4/2005 22:28,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.116,-61.497,4/5/2005 0:10,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.135,-61.439,4/5/2005 1:03,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.084,-61.459,4/5/2005 1:50,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.019,-60.609,4/5/2005 20:51,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.019,-60.624,4/5/2005 22:07,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.016,-60.642,4/5/2005 22:09,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.012,-60.613,4/5/2005 22:30,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.025,-60.628,4/5/2005 22:34,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-62.023,-60.633,4/6/2005 0:08,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.945,-60.637,4/6/2005 20:40,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.936,-60.639,4/6/2005 21:44,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.927,-60.59,4/6/2005 22:18,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.88,-60.356,4/7/2005 1:39,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.888,-60.346,4/7/2005 1:56,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.899,-60.076,4/7/2005 20:02,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.883,-60.099,4/7/2005 20:25,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.865,-60.092,4/7/2005 21:19,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.877,-60.083,4/7/2005 22:08,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.879,-60.098,4/7/2005 22:58,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.844,-60.124,4/7/2005 23:45,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.853,-60.091,4/8/2005 0:40,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.85,-60.101,4/8/2005 1:25,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.851,-60.086,4/8/2005 1:26,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.856,-60.098,4/8/2005 1:35,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.856,-60.097,4/8/2005 1:35,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.758,-59.98,4/8/2005 20:16,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.753,-59.996,4/8/2005 21:56,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.747,-59.98,4/8/2005 22:36,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.731,-59.986,4/9/2005 0:16,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.703,-60,4/9/2005 1:11,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.703,-60.003,4/9/2005 1:12,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.699,-60.006,4/9/2005 1:13,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.698,-59.97,4/9/2005 1:53,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.264,-59.86,4/9/2005 20:09,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.278,-59.952,4/9/2005 20:30,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.271,-59.918,4/9/2005 21:44,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.249,-59.921,4/9/2005 22:13,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.218,-59.9,4/9/2005 23:20,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.142,-59.713,4/10/2005 1:03,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-61.114,-59.69,4/10/2005 1:03,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-60.779,-58.792,4/10/2005 21:33,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-60.777,-58.789,4/10/2005 21:49,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-60.83,-58.74,4/11/2005 0:25,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-60.803,-58.68,4/11/2005 0:51,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-60.799,-58.658,4/11/2005 1:08,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-60.634,-58.137,4/11/2005 21:24,AFS,CS,overwinter,SEAL,pup,2005,2.5
52542,-60.629,-58.04,4/11/2005 23:00,AFS,CS,overwinter,SEAL,pup,2005,2.5
