DepthBin,Date,Time,Latitude,Longitude,Year,gm2
110,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
120,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
130,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
140,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0.107485487
150,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0.13653971
160,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
170,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
180,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
190,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
200,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,2.846187515
210,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
220,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
230,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
240,1/14/2009,00:45:50,-62.27305317,-61.89735324,2009,0
10,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,1.949273973
20,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
30,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
40,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,5.285944128
50,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0.438052946
60,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0.505378028
70,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
80,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
90,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0.262143211
100,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0.216369213
110,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0.298719188
120,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,2.331269898
130,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
140,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0.998723921
150,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
160,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,2.769315155
170,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
180,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
190,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
200,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
210,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
220,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
230,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
240,1/14/2009,00:52:30,-62.2871173,-61.87234601,2009,0
10,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0.413195058
20,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
30,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,2.800857878
40,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
50,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0.237294631
60,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0.075260845
70,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0.104906334
80,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0.490823398
90,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0.061714322
100,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
110,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
120,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
130,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
140,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0.891607116
150,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0.776912708
160,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0.426156789
170,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
180,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
190,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
200,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
210,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
220,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
230,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
240,1/14/2009,00:57:30,-62.29780428,-61.8539332,2009,0
10,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0.744570702
20,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
30,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0.37798292
40,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0.41064302
50,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0.145039219
60,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
70,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
80,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0.178593301
90,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0.098564685
100,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
110,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
120,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0.426970236
130,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
140,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0.83070705
150,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
160,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0.449727731
170,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
180,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
190,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
200,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
210,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
220,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
230,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
240,1/14/2009,01:04:10,-62.31190562,-61.82911572,2009,0
10,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
20,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
30,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
40,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0.149586428
50,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0.094168429
60,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0.037122726
70,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
80,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
90,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
100,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
110,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0.370623451
120,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0.549243866
130,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0.305711999
140,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0.485687755
150,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0.418794487
160,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,1.262610984
170,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
180,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
190,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
200,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
210,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
220,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
230,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
240,1/14/2009,01:10:50,-62.32607836,-61.80487667,2009,0
10,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0.211743896
20,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,6.765970475
30,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
40,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,11.08568526
50,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
60,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
70,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
80,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
90,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0.355792814
100,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
110,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
120,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
130,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0.427714075
140,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,2.308036476
150,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
160,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
170,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,3.703329165
180,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0.761050086
190,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
200,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
210,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
220,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
230,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
240,1/14/2009,01:15:50,-62.33705017,-61.78684098,2009,0
10,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.117165506
20,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
30,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
40,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
50,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
60,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
70,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.065593371
80,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.419185832
90,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.17514809
100,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.100144229
110,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.583606943
120,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.693268097
130,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.521297712
140,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.182381293
150,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
160,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0.967554737
170,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
180,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
190,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
200,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
210,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
220,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
230,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
240,1/14/2009,01:22:30,-62.3512915,-61.7624458,2009,0
10,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,3.997343715
20,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,30.31449827
30,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,29.07194462
40,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,7.782189172
50,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,9.932469541
60,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,34.88882763
70,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,13.49546655
80,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,3.859406171
90,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,1.198489507
100,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,1.212976553
110,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,1.141591925
120,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0.615133883
130,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0.608805993
140,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0.528655968
150,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0.359403143
160,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,1.539792847
170,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0.137394031
180,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0
190,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0
200,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0
210,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0
220,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0
230,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0
240,1/14/2009,07:17:30,-62.22458712,-61.01780053,2009,0
10,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
20,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0.059131931
30,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0.941640177
40,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,7.400773182
50,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,3.314194331
60,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,3.117563552
70,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0.600021575
80,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
90,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,1.140693895
100,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0.659403206
110,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,1.162113047
120,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,1.220057993
130,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
140,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0.730449505
150,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
160,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
170,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
180,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
190,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
200,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
210,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
220,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
230,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
240,1/14/2009,07:29:10,-62.21038204,-61.04682764,2009,0
10,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
20,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
30,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,5.266902993
40,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,4.702660136
50,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0.613198202
60,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0.246565094
70,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
80,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
90,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0.302657323
100,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0.882328559
110,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,2.371832575
120,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
130,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
140,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
150,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
160,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
170,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
180,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
190,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
200,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
210,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
220,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
230,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
240,1/14/2009,07:37:30,-62.19894185,-61.07255353,2009,0
10,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,4.081435518
20,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
30,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
40,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0.636019235
50,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0.09579937
60,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0.170667656
70,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0.264650327
80,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0.126350982
90,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0.233940477
100,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
110,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
120,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0.316082032
130,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
140,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
150,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
160,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
170,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
180,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
190,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
200,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
210,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
220,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
230,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
240,1/14/2009,07:45:50,-62.18716145,-61.09788227,2009,0
10,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
20,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0.240315312
30,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
40,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,7.182104059
50,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,1.246146574
60,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,1.265324093
70,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
80,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
90,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
100,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
110,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
120,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
130,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
140,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,1.60881686
150,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
160,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
170,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
180,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
190,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
200,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
210,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
220,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
230,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
240,1/14/2009,07:54:10,-62.17563521,-61.12282841,2009,0
10,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
20,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
30,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,2.68763334
40,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,1.48451366
50,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
60,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
70,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
80,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0.200063445
90,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0.768787141
100,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0.54494838
110,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
120,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
130,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
140,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,6.028031187
150,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
160,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
170,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,5.62849354
180,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
190,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
200,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
210,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
220,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
230,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
240,1/14/2009,08:02:30,-62.16398698,-61.14775481,2009,0
10,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
20,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
30,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
40,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
50,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
60,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,2.246520457
70,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
80,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
90,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
100,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0.564989529
110,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0.685834973
120,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
130,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
140,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
150,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
160,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
170,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
180,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
190,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
200,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
210,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
220,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
230,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
240,1/14/2009,08:10:50,-62.15248639,-61.17176985,2009,0
10,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
20,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
30,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
40,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,2.873897729
50,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,16.14183951
60,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
70,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
80,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
90,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
100,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
110,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0.661344147
120,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
130,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
140,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
150,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
160,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
170,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
180,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
190,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
200,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
210,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
220,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
230,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
240,1/14/2009,08:19:10,-62.140606,-61.19761267,2009,0
10,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
20,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
30,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,9.571527729
40,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,7.133664302
50,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,30.39168386
60,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,8.793839616
70,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,3.030532817
80,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
90,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,1.097261491
100,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
110,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
120,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
130,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
140,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
150,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
160,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
170,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
180,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
190,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
200,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
210,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
220,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
230,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
240,1/14/2009,08:27:30,-62.1291621,-61.22222351,2009,0
10,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0
20,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0
30,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,1.817735546
40,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,7.412867237
50,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,5.737062814
60,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,12.9256101
70,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0
80,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0.887203575
90,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,1.083460412
100,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0.499087372
110,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,1.008955951
120,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0.688371227
130,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,1.725548124
140,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,1.656510755
150,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,2.813232389
160,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0
170,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0
180,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0
190,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0
200,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0
210,1/14/2009,08:35:50,-62.11822773,-61.24716006,2009,0
