Longitude,Latitude,gm2,Year
-60.18669776,-62.14059399,114.7185575,2009
-60.15410418,-62.14800592,385.6686523,2009
-60.12120528,-62.15730656,54.40942367,2009
-60.09422193,-62.16896855,226.7974644,2009
-60.08259066,-62.18133477,17.95502704,2009
-60.06745592,-62.19695103,12.09896138,2009
-60.05324286,-62.21890116,0.210567838,2009
-59.54274773,-61.99293305,701.0714236,2009
-59.56555723,-61.98789597,274.2720634,2009
-59.591351,-61.97350412,9.72327485,2009
-59.61307932,-61.9616404,43.87483742,2009
-59.64081267,-61.94672431,114.4025305,2009
-59.66322677,-61.93535443,145.4065853,2009
-59.68400066,-61.92417294,6.225330531,2009
-59.71010996,-61.9094157,11.94817664,2009
-59.73032954,-61.89769218,5.50633525,2009
-59.75129356,-61.88608808,6.250060534,2009
-59.77734899,-61.8719092,56.65323182,2009
-59.79790105,-61.86032823,80.71126356,2009
-59.82430172,-61.84589555,17.17055009,2009
-59.84461833,-61.83470302,14.96916906,2009
-59.87009557,-61.82106104,43.41368865,2009
-59.8916838,-61.80997858,100.6530244,2009
-59.91924362,-61.79702697,57.60131563,2009
-59.94219866,-61.78654905,66.56272857,2009
-59.97192723,-61.77422382,18.45799832,2009
-59.99364455,-61.75829687,108.745521,2009
-60.02049318,-61.7220235,135.237582,2009
-60.05317706,-61.70758441,26.34327551,2009
-60.07605528,-61.69764652,38.75753421,2009
-60.0988164,-61.68751897,45.25055113,2009
-60.12641573,-61.6739953,33.66474246,2009
-60.15398872,-61.66135323,37.05241817,2009
-60.17641502,-61.65123272,21.0919219,2009
-60.20455063,-61.63873198,34.14576322,2009
-60.22742817,-61.62811705,13.87284161,2009
-60.25412568,-61.614725,20.88448441,2009
-60.27646643,-61.60438755,20.54898285,2009
-60.30421775,-61.5917801,21.53720319,2009
-60.32685816,-61.58154979,6.478922835,2009
-60.3490615,-61.57100117,7.638223218,2009
-60.37734036,-61.55739089,19.57767978,2009
-60.40263506,-61.54786938,15.5103343,2009
-60.43332512,-61.53589469,5.244454689,2009
-60.45604734,-61.52572236,11.58643554,2009
-60.4875223,-61.50963298,15.79839248,2009
-60.5263101,-61.47754337,7.451544821,2009
-60.55021,-61.4635738,11.79005428,2009
-60.57393497,-61.45277757,4.666654382,2009
-60.59858773,-61.44231278,10.71006943,2009
-60.6276449,-61.42882681,3.610167225,2009
-60.65017202,-61.41809463,10.49010931,2009
-60.67337873,-61.4069263,4.500572381,2009
-60.70136293,-61.39375023,18.80414673,2009
-60.723752,-61.38293907,3.450252448,2009
-60.74680638,-61.37205875,3.822804699,2009
-60.77506727,-61.35846028,6.711215374,2009
-60.79737669,-61.34771933,4.799346608,2009
-60.82480705,-61.33468292,8.439555523,2009
-60.84707329,-61.32389476,5.555911809,2009
-60.86975673,-61.31281466,14.5058515,2009
-60.89835832,-61.29912455,6.299717628,2009
-60.92185382,-61.28890263,11.80606583,2009
-60.95027069,-61.27644938,11.6824401,2009
-60.97547273,-61.26460342,19.54317223,2009
-60.99675255,-61.2527223,5.243486242,2009
-59.99538928,-61.25132945,0.803358638,2009
-60.0428698,-61.23697797,4.534187978,2009
-60.06617588,-61.22883299,15.78320409,2009
-60.04424153,-61.23633022,10.37150834,2009
-60.01802922,-61.24886885,21.6521473,2009
-59.9918083,-61.26101534,20.99805416,2009
-59.96542512,-61.27310827,21.758566,2009
-59.9455034,-61.28206738,11.2335849,2009
-59.92012422,-61.29453584,10.64290339,2009
-59.89545604,-61.30712181,9.812081813,2009
-59.87047455,-61.31958778,30.95529377,2009
-59.84554567,-61.33202959,10.83654182,2009
-59.82074033,-61.34451518,21.15934654,2009
-59.80224742,-61.35391268,11.81246333,2009
-59.77731999,-61.36651209,10.07607127,2009
-59.75228463,-61.37923688,11.8219325,2009
-59.72685573,-61.39151437,6.652308052,2009
-59.70136412,-61.40371743,12.02117764,2009
-59.67493657,-61.41571875,30.76061931,2009
-59.656052,-61.4249146,13.65731944,2009
-59.63049588,-61.43729179,59.4115784,2009
-59.6042799,-61.44947061,166.5794088,2009
-59.57775676,-61.46149996,108.5861942,2009
-59.55155281,-61.47330352,55.76940061,2009
-59.52336746,-61.48406666,204.1131035,2009
-59.50153438,-61.4921703,111.6727719,2009
-59.47678393,-61.50689303,39.10654263,2009
-59.50458103,-61.49812115,181.5761432,2009
-59.55152023,-61.47915936,81.4892815,2009
-59.56107912,-61.4710644,15.20460976,2009
-59.53871601,-61.48223035,13.16494887,2009
-59.51322244,-61.49389682,9.905422631,2009
-59.48891487,-61.50631527,5.963475062,2009
-59.46515204,-61.51906269,40.19447053,2009
-59.44022288,-61.53168156,31.09661137,2009
-59.42102047,-61.54114153,47.03486007,2009
-59.39576853,-61.55395089,73.08375437,2009
-59.37080334,-61.56633901,20.76388341,2009
-59.34577358,-61.57845271,319.724973,2009
-59.32147216,-61.59087826,183.3449088,2009
-59.29746864,-61.60360714,15.12489802,2009
-59.27285797,-61.61604042,13.86222593,2009
-59.24754193,-61.62833663,16.65912705,2009
-59.22833965,-61.63753697,42.67268376,2009
-59.20266775,-61.64975025,52.55756705,2009
-59.17739312,-61.66173585,24.6395055,2009
-59.15315983,-61.67383568,20.21173946,2009
-59.13364716,-61.68766543,363.2967541,2009
-59.11601385,-61.70248118,161.4405403,2009
-59.09830519,-61.71749103,386.191052,2009
-59.07914549,-61.73189847,150.4302385,2009
-59.0556309,-61.74459941,94.16737708,2009
-59.0151807,-61.75003168,84.85609938,2009
-58.46052431,-61.50831019,50.42046574,2009
-58.43592352,-61.51464274,79.4350927,2009
-58.43281919,-61.50022519,8.553304957,2009
-58.43730906,-61.48318553,9.143372936,2009
-58.44096402,-61.46627683,37.84250306,2009
-58.44449293,-61.44921167,4.567912033,2009
-58.44691888,-61.43253428,8.379155667,2009
-58.44896429,-61.41568402,33.90696108,2009
-58.45163927,-61.40266684,91.30073684,2009
-58.45313506,-61.38507815,27.77178961,2009
-58.45567968,-61.36734149,36.02939728,2009
-58.45826778,-61.34989015,21.12946349,2009
-58.45965508,-61.33665794,25.86693025,2009
-58.46176356,-61.31894023,35.74388548,2009
-58.46425912,-61.30139437,8.579079491,2009
-58.46591955,-61.2837886,68.5277996,2009
-58.46790154,-61.2706417,14.41844925,2009
-58.46979336,-61.25344787,19.11184661,2009
-58.47183496,-61.23613434,27.17687252,2009
-58.47344715,-61.21884478,24.80274975,2009
-58.47593698,-61.20141185,35.50097644,2009
-58.47831491,-61.18380524,31.08176495,2009
-58.48047203,-61.17060646,9.693369139,2009
-58.48334292,-61.15357906,21.2017676,2009
-58.48598175,-61.13625055,3.002525553,2009
-58.4875619,-61.11914785,15.25643969,2009
-58.48883547,-61.10201668,34.87803387,2009
-58.49012639,-61.08445366,207.3882042,2009
-58.49150264,-61.07106208,15.66147154,2009
-58.50211242,-61.05379197,57.15352601,2009
-58.51333715,-61.03594923,18.12050159,2009
-58.51809462,-61.02284093,16.44715288,2009
-58.52060191,-61.00680294,32.96851965,2009
-58.50869842,-60.99439867,15.55211553,2009
-58.51809255,-60.99393142,10.89554668,2009
-58.51853989,-60.97817837,23.78414939,2009
-58.51527358,-60.96162226,10.20430127,2009
-58.51345362,-60.94270043,10.83054214,2009
-58.51523353,-60.92624538,8.029159371,2009
-58.51466661,-60.90975823,6.345606561,2009
-58.51406589,-60.89339608,11.77056554,2009
-58.51324695,-60.87724453,9.516655265,2009
-58.51338923,-60.86364529,12.87991542,2009
-58.51179315,-60.84740503,9.861093412,2009
-58.51148365,-60.83070692,25.21863282,2009
-58.51045654,-60.81390629,100.0797385,2009
-58.50980995,-60.79813307,8.850293243,2009
-58.50911363,-60.77952585,24.9796514,2009
-58.5073466,-60.76327355,85.10241599,2009
-58.50564965,-60.74698612,13.81166352,2009
-58.50479507,-60.73037798,9.372544023,2009
-58.5057138,-60.71388353,49.34075933,2009
-58.50620666,-60.69739803,20.81578659,2009
-58.50559217,-60.680818,15.53032527,2009
-58.50478392,-60.66403404,14.49433778,2009
-58.50431888,-60.64963044,23.14497147,2009
-58.50408633,-60.63257696,28.97773491,2009
-58.50370177,-60.61537158,69.52824795,2009
-58.50390718,-60.59814989,129.4299302,2009
-58.50282349,-60.58552768,32.53454527,2009
-58.49978931,-60.56816911,129.3507927,2009
-58.49550168,-60.55111052,180.6918684,2009
-58.49017568,-60.53396492,236.0822217,2009
-58.48546198,-60.51704397,172.4275197,2009
-58.48406437,-60.50159768,70.74231355,2009
-58.49645472,-60.49560125,15.94131188,2009
-58.48778942,-60.51794532,2.411952914,2009
-58.47835613,-60.52971272,73.59145133,2009
-58.48229033,-60.52101632,55.14935813,2009
-58.48142894,-60.50378876,25.5650973,2009
-58.48245466,-60.48608269,26.30929447,2009
-58.48367411,-60.47286621,26.76714979,2009
-58.48351215,-60.45521862,19.43459284,2009
-58.48311156,-60.43711043,24.35837094,2009
-58.48325156,-60.41904315,21.85619542,2009
-58.48433043,-60.40545491,21.97836626,2009
-58.48605545,-60.38746554,63.96104784,2009
-58.48729249,-60.36945847,40.44979819,2009
-58.4871948,-60.35607047,107.2220723,2009
-58.48716623,-60.33843761,33.5531687,2009
-58.4877436,-60.32035443,18.81387612,2009
-58.48810875,-60.30670455,27.61204603,2009
-58.48901588,-60.28822025,61.90486468,2009
-58.48986315,-60.26961753,12.5453985,2009
-58.49054298,-60.25578515,19.24095522,2009
-58.49121077,-60.23773901,48.75003776,2009
-58.49183084,-60.22401768,59.87089833,2009
-58.49277703,-60.20580362,41.3970641,2009
-58.49387272,-60.18733591,48.13850044,2009
-58.4931091,-60.17367343,225.3707828,2009
-58.49399549,-60.15557606,44.25481187,2009
-58.49465562,-60.13770045,21.25068571,2009
-58.49513672,-60.1242497,10.03725608,2009
-58.49587187,-60.10585621,3.49230523,2009
-58.49676089,-60.08741848,3.286343687,2009
-58.49853614,-60.07374824,6.977589724,2009
-58.50743797,-60.05606957,4.200895674,2009
-58.50776868,-60.04222586,12.51568381,2009
-58.50818659,-60.02371212,1.81754817,2009
-58.50992323,-60.00511265,5.989226527,2009
-58.5014695,-59.99084685,2.636813137,2009
-57.91847836,-60.01245139,0.933324806,2009
-57.54660728,-60.01272265,0.803938724,2009
-57.56649584,-60.02047954,6.515709249,2009
-57.55563142,-60.03795701,38.85306873,2009
-57.54674937,-60.05170596,27.08730441,2009
-57.54141905,-60.0700479,8.146617766,2009
-57.53877501,-60.08469279,11.20449256,2009
-57.5339737,-60.10293563,12.15093883,2009
-57.53978317,-60.5079875,2.604239408,2009
-57.56349178,-60.51518508,16.75586862,2009
-57.55832313,-60.52976373,26.14519827,2009
-57.55292293,-60.54703698,19.56852045,2009
-57.54828867,-60.56421508,26.18202416,2009
-57.54481777,-60.58153417,22.07947758,2009
-57.54065549,-60.59864481,53.01820418,2009
-57.53587611,-60.6159366,20.39178975,2009
-57.53244492,-60.6292115,24.07553376,2009
-57.527584,-60.64708105,36.91985802,2009
-57.52220736,-60.66513225,41.76119865,2009
-57.51859117,-60.67877229,26.76640809,2009
-57.51414247,-60.69721342,29.87259819,2009
-57.5094235,-60.7156563,35.14262676,2009
-57.50020907,-60.72824,40.23553197,2009
-57.48992053,-60.74796923,15.16404647,2009
-57.52241351,-60.73810927,6.681131701,2009
-57.5358795,-60.73257927,10.43032615,2009
-57.52890696,-60.75090914,17.11120945,2009
-57.52323024,-60.76489461,14.44875474,2009
-57.51920388,-60.78375497,15.54224595,2009
-57.51876558,-60.79815701,10.35709008,2009
-57.5178158,-60.81701231,10.0133552,2009
-57.51655208,-60.83131446,25.45576137,2009
-57.51444963,-60.85027283,21.58805921,2009
-57.51258075,-60.86459093,37.07051176,2009
-57.50990528,-60.8836225,100.9451693,2009
-57.50806957,-60.89774681,71.66236804,2009
-57.50689068,-60.91666025,14.80760025,2009
-57.50346091,-60.93095568,90.98784381,2009
-57.49709938,-60.95006289,98.69086208,2009
-57.49171993,-60.96413729,8.804995765,2009
-57.48583832,-60.98271094,19.12108018,2009
-57.48358448,-60.99791555,30.52162889,2009
-57.49655238,-61.00291548,66.96599307,2009
-57.52368255,-60.98012582,0.625716891,2009
-57.53718315,-60.96595992,1.940682552,2009
-57.53792159,-60.97786333,4.174809132,2009
-57.53216675,-60.99468632,8.017384124,2009
-57.52576987,-61.01280995,7.770128993,2009
-57.52345295,-61.02633575,12.14692857,2009
-57.52160812,-61.04475897,7.108073519,2009
-57.5196128,-61.06322358,5.859771821,2009
-57.51749658,-61.07719125,8.228550538,2009
-57.51545137,-61.09578912,14.81966867,2009
-57.5145734,-61.10958128,13.37702919,2009
-57.51289724,-61.1276666,23.38340022,2009
-57.51096988,-61.14568118,27.71127005,2009
-57.50894299,-61.15916092,9.403434243,2009
-57.50191163,-61.17706748,7.371486235,2009
-57.48927709,-61.19446571,8.161704656,2009
-57.48777429,-61.20811883,4.933375039,2009
-57.48552931,-61.2264459,26.2747289,2009
-57.48325926,-61.24366678,4.109903724,2009
-57.48989267,-61.25724795,21.90992504,2009
-57.52038028,-61.23449363,1.137585114,2009
-57.53719708,-61.2381743,19.06006778,2009
-57.53294286,-61.25579616,21.42444463,2009
-57.5291452,-61.26982117,23.70837146,2009
-57.52514693,-61.28824104,17.94170219,2009
-57.52238804,-61.30653603,24.78185118,2009
-57.52064447,-61.32018675,55.89696252,2009
-57.5187299,-61.33828619,76.26851867,2009
-57.51666925,-61.35614748,129.9062406,2009
-57.51486305,-61.36974491,109.838408,2009
-57.51397054,-61.387458,201.3905095,2009
-57.5109171,-61.40509842,143.7995399,2009
-57.50698591,-61.42269644,19.04610126,2009
-57.49834825,-61.43546239,37.31754625,2009
-57.48658355,-61.45254578,25.54496251,2009
-57.48067303,-61.46989431,48.57427306,2009
-57.47650827,-61.48683822,67.37554478,2009
-57.4948507,-61.49962233,86.51400667,2009
-57.5541197,-61.49796038,47.32329919,2009
-57.58154818,-61.49623843,59.41050449,2009
-57.57521429,-61.51463097,17.1460587,2009
-57.56791753,-61.53189537,26.17460565,2009
-57.56408713,-61.54501892,24.63717923,2009
-57.55888437,-61.5625577,34.28352518,2009
-57.5534423,-61.57984148,139.6291089,2009
-57.54772796,-61.59700655,252.5223016,2009
-57.54306048,-61.6136791,167.9142152,2009
-57.53784763,-61.63021047,229.9105728,2009
-57.53276528,-61.64675302,108.3565006,2009
-57.52886288,-61.65916057,416.51383,2009
-57.52038671,-61.67539164,38.58618384,2009
-57.51135063,-61.69183906,79.84835565,2009
-57.50014681,-61.70809998,239.9605285,2009
-57.48928379,-61.72440891,243.8004302,2009
-57.47787578,-61.74338537,340.8184809,2009
-57.49471113,-61.75096068,128.8356997,2009
-57.03524652,-61.24534027,0.412377307,2009
-57.0506095,-61.23245965,3.941579329,2009
-57.04790216,-61.2160898,10.98273537,2009
-57.04600835,-61.20271704,9.312741577,2009
-57.04302984,-61.18426279,11.88434508,2009
-57.04139746,-61.16595633,9.991375095,2009
-57.04056612,-61.15238707,21.24215847,2009
-57.03996009,-61.13423823,17.70025058,2009
-57.03797042,-61.11592452,46.59525081,2009
-57.03627837,-61.10207997,16.39780558,2009
-57.03389362,-61.08376604,11.59126197,2009
-57.03218022,-61.07001878,21.02417556,2009
-57.03053989,-61.05160201,10.25168934,2009
-57.02884805,-61.03301928,41.23246562,2009
-57.02763743,-61.01913568,28.00833713,2009
-57.02620262,-61.00092573,27.56288921,2009
-57.02431796,-60.98254866,260.3881662,2009
-57.02250966,-60.96882157,181.0207686,2009
-57.02051813,-60.95032123,313.066789,2009
-57.01886378,-60.93648996,507.5117612,2009
-57.01675199,-60.91826329,1048.880114,2009
-57.01517464,-60.90003434,168.7824931,2009
-57.01390187,-60.88650951,184.1107379,2009
-57.01238306,-60.86843821,323.7236048,2009
-57.01120361,-60.85036533,283.5769193,2009
-57.01030801,-60.83691837,277.524211,2009
-57.00141089,-60.8192717,31.89838322,2009
-56.99132781,-60.80170175,30.41972188,2009
-56.98515422,-60.78822889,24.87695594,2009
-56.98237079,-60.76986649,41.04502727,2009
-56.97947898,-60.75264396,13.6870615,2009
-56.99669065,-60.74842137,0.382696682,2009
-57.04697507,-60.7625656,211.0782531,2009
-57.05221367,-60.75328615,283.6419902,2009
-57.04178369,-60.73779341,534.1501014,2009
-57.03597662,-60.72007076,271.9245784,2009
-57.03509552,-60.7062331,150.8532951,2009
-57.03410236,-60.68784271,99.25900111,2009
-57.03305305,-60.66954184,163.3394511,2009
-57.03167728,-60.65611939,99.75178935,2009
-57.02952983,-60.63786652,73.21354363,2009
-57.02791162,-60.61954864,25.08402843,2009
-57.02692727,-60.6058173,18.99453004,2009
-57.02556987,-60.58747173,30.52764465,2009
-57.02381617,-60.5694503,13.05406418,2009
-57.02315799,-60.55618782,16.70412826,2009
-57.02218555,-60.53881884,44.5895876,2009
-57.02072913,-60.52140559,29.18694324,2009
-57.01866897,-60.50419555,32.53043405,2009
-57.01584767,-60.48667287,97.66135426,2009
-57.01470227,-60.47351953,23.83826046,2009
-57.01504327,-60.45578826,89.31235517,2009
-57.01573444,-60.43800741,60.25362749,2009
-57.01522242,-60.42011368,42.4936036,2009
-57.01460178,-60.4065332,30.05922375,2009
-57.01267627,-60.38842808,30.99973572,2009
-57.01013115,-60.37070594,57.14077687,2009
-57.00841645,-60.3571947,46.78218724,2009
-57.0066759,-60.33918535,68.53982091,2009
-57.005079,-60.32110586,90.92330114,2009
-56.99913392,-60.30808666,94.72673022,2009
-56.99046263,-60.29098073,57.60744287,2009
-56.98177605,-60.27395632,139.4369852,2009
-56.97533984,-60.2553657,220.593681,2009
-56.99656665,-60.24962698,169.4722164,2009
-56.5467193,-60.00409525,10.45479431,2009
-56.5613075,-60.01506589,21.80696159,2009
-56.55517941,-60.03358182,41.96716136,2009
-56.55174596,-60.04774793,120.6314555,2009
-56.54745292,-60.0665659,124.0106847,2009
-56.54345517,-60.08057926,139.3516591,2009
-56.53871021,-60.09907254,81.90358825,2009
-56.53530646,-60.11316668,87.5378202,2009
-56.53061429,-60.13180087,120.0922267,2009
-56.5267196,-60.14580947,168.5317377,2009
-56.52206733,-60.16435029,111.802724,2009
-56.51612852,-60.18279815,423.365269,2009
-56.50727997,-60.19611523,131.4009952,2009
-56.49503573,-60.2134171,177.1753336,2009
-56.48589355,-60.2260065,323.1284621,2009
-56.48172518,-60.2486326,29.82903507,2009
-56.53614594,-60.25314011,264.7341093,2009
-56.56016608,-60.25643361,961.1052279,2009
-56.55971255,-60.27117353,271.9227282,2009
-56.55681818,-60.28824455,43.48642069,2009
-56.55159934,-60.30563155,41.12426084,2009
-56.54597038,-60.32270269,37.56981257,2009
-56.54226349,-60.33984087,63.26062951,2009
-56.53870655,-60.35709554,35.76544135,2009
-56.53379864,-60.37419888,36.16675445,2009
-56.53002028,-60.38686146,43.36702969,2009
-56.52515986,-60.40381832,38.99764899,2009
-56.52073162,-60.4205966,12.44858564,2009
-56.50896592,-60.43615158,9.531728699,2009
-56.49383858,-60.45129076,10.58807365,2009
-56.48620381,-60.46798982,12.09938404,2009
-56.48027365,-60.48670913,11.3406227,2009
-56.49785742,-60.499566,3.243968841,2009
-56.51980476,-60.9199345,9.762147884,2009
-56.51701287,-60.93790384,67.93408739,2009
-56.517722,-60.95138598,49.12778877,2009
-56.51912246,-60.9693233,31.416318,2009
-56.52073678,-60.9870707,19.24946998,2009
-56.52152598,-61.00600011,23.3415288,2009
-56.50175622,-61.0008772,0.229953428,2009
-56.45414238,-60.98126318,58.5872582,2009
-56.43593605,-60.97926605,26.05042337,2009
-56.44251745,-60.99626665,33.75930178,2009
-56.44854331,-61.01339163,23.84938822,2009
-56.45347024,-61.03031445,139.8928931,2009
-56.4585442,-61.04742762,113.4807413,2009
-56.46375117,-61.06435932,13.52169201,2009
-56.46968134,-61.08123622,40.88005962,2009
-56.47474367,-61.09819145,10.16915126,2009
-56.47696725,-61.11105609,12.66382734,2009
-56.47996123,-61.12855473,26.21905718,2009
-56.48248485,-61.14599956,293.7021396,2009
-56.48621421,-61.16341632,68.43217942,2009
-56.49479481,-61.18017127,11.42267712,2009
-56.50141078,-61.19270954,62.42219404,2009
-56.50971451,-61.20993451,13.08877681,2009
-56.51606325,-61.22731148,17.74521171,2009
-56.52120288,-61.24406283,11.66233255,2009
-56.5038174,-61.25139608,22.4956014,2009
-56.4595262,-61.23371062,8.821901849,2009
-56.44731002,-61.23586751,10.82709309,2009
-56.45602564,-61.25317734,10.54118922,2009
-56.45905071,-61.27150472,60.1695957,2009
-56.46068424,-61.28512105,77.55531203,2009
-56.46373135,-61.30322714,358.0566069,2009
-56.46763034,-61.32138606,634.9057263,2009
-56.47074265,-61.33501208,557.0379396,2009
